,stem,score
120,akut,-1.33333333333333
121,alarm,-1.66666666666667
122,alarmere,-3.0
123,alder,-0.333333333333333
124,alderdom,-0.666666666666667
125,aldersgrænse,-0.333333333333333
126,aldrende,-0.333333333333333
127,aldrig,-2.33333333333333
128,alene,-1.33333333333333
129,alfa,1.0
130,alkohol,-1.33333333333333
131,alkoholiker,-3.66666666666667
132,allerbedst,2.0
133,allerede,-0.333333333333333
134,allerførst,0.333333333333333
135,allergi,-1.33333333333333
136,allerhøjest,0.333333333333333
137,allermest,0.666666666666667
138,allersidst,-0.666666666666667
139,alliance,0.666666666666667
140,alliere,1.0
141,allieret,-1.0
142,almennyttig,2.33333333333333
143,almindelig,0.666666666666667
144,almindelighed,0.333333333333333
145,alsidig,1.33333333333333
146,altafgørende,0.333333333333333
147,alternativ,0.5
148,altid,1.66666666666667
149,alverden,-0.333333333333333
150,alvor,-2.33333333333333
151,alvorlig,-2.33333333333333
152,amatør,-2.0
153,ambition,0.333333333333333
154,ambitionsniveau,0.666666666666667
155,ambitiøs,1.0
156,ambulance,-0.333333333333333
157,amerikaner,-0.333333333333333
158,amerikansk,-0.333333333333333
159,amfetamin,-1.0
160,ammunition,-0.666666666666667
161,amok,-2.33333333333333
162,analyse,0.333333333333333
163,analytiker,0.333333333333333
164,analytisk,0.333333333333333
165,anbefale,2.0
166,anbefaling,1.66666666666667
167,anbringe,0.333333333333333
168,andel,0.333333333333333
169,andenplads,-0.333333333333333
170,anderledes,0.333333333333333
171,anekdote,0.666666666666667
172,anerkende,2.0
173,anerkendelse,1.66666666666667
174,anfald,-1.33333333333333
175,anfægte,-1.33333333333333
176,anføre,0.666666666666667
177,anfører,0.333333333333333
178,angivelig,-0.333333333333333
179,angreb,-2.66666666666667
180,angribe,-2.66666666666667
181,angriber,-1.0
182,angst,-3.33333333333333
183,anholde,-2.33333333333333
184,anholdelse,-2.66666666666667
185,anke,-1.33333333333333
186,ankenævn,-1.0
187,anklage,-2.16666666666667
188,anklagemyndighed,-0.666666666666667
189,anklager,-1.33333333333333
190,anklageskrift,-1.0
191,ankomme,0.333333333333333
192,ankomst,0.333333333333333
193,anledning,0.333333333333333
194,anlægge,0.333333333333333
195,anmelde,-1.33333333333333
196,anmode,0.333333333333333
197,annoncere,0.333333333333333
198,annullere,-1.66666666666667
199,anonym,-0.333333333333333
200,ansat,0.333333333333333
201,ansigt,0.333333333333333
202,anskaffe,0.666666666666667
203,anslå,0.333333333333333
204,anstrenge,-2.0
205,anstrengelse,-2.33333333333333
206,anstændig,2.0
207,anstændighed,1.0
208,ansvar,0.666666666666667
209,ansvarlig,2.0
210,ansvarlighed,2.33333333333333
211,ansætte,1.0
212,ansøge,0.666666666666667
213,ansøger,0.333333333333333
214,ansøgning,0.333333333333333
215,antage,0.333333333333333
216,antagelse,0.333333333333333
217,antik,0.833333333333333
218,antisemitisme,-4.66666666666667
219,antydning,0.333333333333333
220,antænde,0.333333333333333
221,anvende,0.333333333333333
222,anvendelig,2.0
223,anvendelse,0.333333333333333
224,appel,0.333333333333333
225,appellere,0.666666666666667
226,appetit,0.666666666666667
227,april,0.333333333333333
228,ar,-1.33333333333333
229,arabisk,-0.333333333333333
230,arbejde,0.5
231,arbejder,0.333333333333333
232,arbejdsindsats,0.333333333333333
233,arbejdskraft,0.666666666666667
234,arbejdsløs,-2.33333333333333
235,arbejdsløshed,-2.33333333333333
236,arbejdsopgave,-0.333333333333333
237,arbejdsstyrke,0.666666666666667
238,arbejdstilsyn,-0.333333333333333
239,arbejdstøj,-0.666666666666667
240,argument,-0.666666666666667
241,argumentation,0.666666666666667
242,argumentere,0.333333333333333
243,arkitekt,0.333333333333333
244,arkitektfirma,0.666666666666667
245,arkitektonisk,0.666666666666667
246,arkitektskole,0.666666666666667
247,arkitektur,0.333333333333333
248,arrangement,0.666666666666667
249,arrangere,0.333333333333333
250,arrest,-1.0
251,arrestere,-2.66666666666667
252,arrogance,-2.33333333333333
253,arrogant,-3.33333333333333
254,artist,0.666666666666667
255,arv,0.333333333333333
256,arve,0.333333333333333
257,assistere,1.33333333333333
258,association,0.333333333333333
259,associere,0.333333333333333
260,astma,-0.666666666666667
261,asyl,-0.333333333333333
262,asylansøger,-0.333333333333333
263,asylcenter,-0.666666666666667
264,asylsøger,-0.333333333333333
265,ateist,0.333333333333333
266,atelier,0.666666666666667
267,atlet,0.666666666666667
268,atletik,0.666666666666667
269,atombombe,-3.0
270,atomkraft,-1.0
271,atomkraftværk,-0.666666666666667
272,atomvåben,-3.0
273,attentat,-3.33333333333333
274,attitude,-0.666666666666667
275,attraktion,1.0
276,attraktiv,3.33333333333333
277,atypisk,-0.666666666666667
278,autentisk,2.33333333333333
279,automatik,0.666666666666667
280,automatisk,0.333333333333333
281,autonom,0.666666666666667
282,autoriseret,1.66666666666667
283,autoritet,0.333333333333333
284,autoritær,1.0
285,avancere,1.33333333333333
286,avanceret,0.333333333333333
287,avis,0.333333333333333
288,bacon,0.666666666666667
289,badminton,0.333333333333333
290,bage,0.333333333333333
291,bagest,-0.666666666666667
292,bagfra,-0.666666666666667
293,baglæns,-0.333333333333333
294,bagmand,-2.33333333333333
295,bagside,-0.666666666666667
296,bagsæde,-0.333333333333333
297,bagud,-0.666666666666667
298,bagved,-0.333333333333333
299,bak,-0.166666666666667
300,bakke,-0.166666666666667
301,bakkede,-0.333333333333333
302,bakket,-0.666666666666667
303,bakterie,-1.33333333333333
304,bal,1.0
305,balance,1.66666666666667
306,balancegang,0.333333333333333
307,balancere,1.66666666666667
308,ballade,-2.33333333333333
309,ballast,-0.666666666666667
310,banal,-1.66666666666667
311,bande,-2.33333333333333
312,bane,0.166666666666667
313,banebrydende,4.0
314,bange,-2.66666666666667
315,bank,-1.0
316,banke,-1.0
317,banko,0.666666666666667
318,barak,1.0
319,bare,-0.666666666666667
320,barn,1.66666666666667
321,barndomshjem,0.666666666666667
322,barnebarn,0.333333333333333
323,barnlig,-0.666666666666667
324,barriere,-1.33333333333333
325,barsel,0.666666666666667
326,barsk,-1.66666666666667
327,basal,0.333333333333333
328,basis,0.333333333333333
329,basketball,1.33333333333333
330,bastant,0.666666666666667
331,bearbejde,0.333333333333333
332,bebrejde,-2.33333333333333
333,bebude,-0.333333333333333
334,bede,0.5
335,bedrag,-2.0
336,bedrage,-3.0
337,bedrageri,-3.33333333333333
338,bedrift,2.66666666666667
339,bedring,2.66666666666667
340,bedstefar,0.666666666666667
341,bedsteforælder,1.0
342,bedyre,-1.0
343,bedømmelse,0.333333333333333
344,befolkning,0.333333333333333
345,befri,2.0
346,befrielse,2.66666666666667
347,befrugtning,1.0
348,beføjelse,0.333333333333333
349,begave,0.666666666666667
350,begavet,3.33333333333333
351,begejstre,2.66666666666667
352,begejstret,3.33333333333333
353,begejstring,3.0
354,begrave,-2.33333333333333
355,begravelse,-1.33333333333333
356,begribe,-0.333333333333333
357,begrundelse,-0.333333333333333
358,begrundet,0.333333333333333
359,begrænse,-1.0
360,begrænset,-1.66666666666667
361,begrænsning,-2.0
362,begynde,1.33333333333333
363,begyndelse,1.0
364,begynder,0.333333333333333
365,begær,-0.333333333333333
366,begære,-0.333333333333333
367,begå,-0.666666666666667
368,behagelig,3.0
369,behandle,0.666666666666667
370,beherske,0.333333333333333
371,behersket,1.66666666666667
372,behold,0.666666666666667
373,beholde,0.333333333333333
374,beholder,0.333333333333333
375,beholdning,0.333333333333333
376,bekende,-0.333333333333333
377,bekendelse,-0.666666666666667
378,bekendt,0.333333333333333
379,bekendtgøre,0.333333333333333
380,bekendtgørelse,0.333333333333333
381,beklage,-2.33333333333333
382,beklagelig,-2.66666666666667
383,beklagelse,-1.66666666666667
384,beklæde,0.333333333333333
385,bekostning,-1.66666666666667
386,bekræfte,0.666666666666667
387,bekræftelse,0.666666666666667
388,bekvem,1.66666666666667
389,bekymre,-2.33333333333333
390,bekymret,-2.66666666666667
391,bekymring,-2.0
392,bekæmpe,-0.333333333333333
393,bekæmpelse,-0.666666666666667
394,belaste,-2.0
395,belastet,-2.33333333333333
396,belastning,-2.0
397,beliggende,0.333333333333333
398,belyse,0.666666666666667
399,belysning,0.333333333333333
400,belæg,0.333333333333333
401,belære,-1.33333333333333
402,beløbe,-0.333333333333333
403,belønne,2.33333333333333
404,belønning,2.66666666666667
405,bemærke,0.333333333333333
406,bemærkelsesværdig,0.666666666666667
407,bemærkning,0.333333333333333
408,benhård,-1.33333333333333
409,benytte,0.333333333333333
410,benægte,-1.66666666666667
411,beordre,-0.333333333333333
412,beredskab,-0.333333333333333
413,beregning,-0.333333333333333
414,berette,0.333333333333333
415,berettige,0.333333333333333
416,berettigelse,0.666666666666667
417,berettiget,1.0
418,berige,3.0
419,berolige,2.0
420,beruse,0.333333333333333
421,beruset,-1.33333333333333
422,berygtet,-2.0
423,berømmelse,1.66666666666667
424,berømt,2.66666666666667
425,berømthed,2.0
426,berøre,0.333333333333333
427,berøring,0.666666666666667
428,besat,-2.0
429,besejre,2.0
430,besidde,0.333333333333333
431,beskadige,-2.66666666666667
432,beskatning,-0.333333333333333
433,beskatte,-0.333333333333333
434,beskidt,-3.66666666666667
435,beskyde,-2.66666666666667
436,beskylde,-2.0
437,beskyldning,-2.33333333333333
438,beskytte,0.333333333333333
439,beskyttelse,0.666666666666667
440,beskæftige,0.333333333333333
441,beskæftigelse,0.333333333333333
442,beskære,-0.333333333333333
443,beskåret,-0.333333333333333
444,beslaglægge,-3.0
445,beslutning,0.333333333333333
446,beslutningstager,0.333333333333333
447,beslutte,1.0
448,beslægtet,0.666666666666667
449,besparelse,-1.66666666666667
450,bestand,0.333333333333333
451,bestemme,-0.333333333333333
452,bestemmelse,0.333333333333333
453,bestige,1.33333333333333
454,bestikkelse,-2.66666666666667
455,bestride,-0.666666666666667
456,bestræbe,-0.666666666666667
457,bestræbelse,0.666666666666667
458,bestseller,2.0
459,bestyre,0.666666666666667
460,bestyrelse,0.333333333333333
461,bestyrelsesformand,0.333333333333333
462,bestå,1.66666666666667
463,besvare,0.333333333333333
464,besvær,-2.33333333333333
465,besværlig,-3.33333333333333
466,besynderlig,-2.33333333333333
467,besætte,-1.66666666666667
468,besættelse,-3.0
469,besættelsesmagt,-2.0
470,besøg,0.333333333333333
471,besøge,0.333333333333333
472,betage,0.666666666666667
473,betagende,3.66666666666667
474,betale,-1.66666666666667
475,betaling,0.666666666666667
476,betinge,-0.666666666666667
477,betingelse,-0.333333333333333
478,betjene,0.333333333333333
479,betjening,0.333333333333333
480,betjent,-0.333333333333333
481,beton,-0.333333333333333
482,betone,0.666666666666667
483,betragtelig,0.333333333333333
484,betragtning,0.333333333333333
485,betro,0.666666666666667
486,betryggende,1.33333333333333
487,betvivle,-2.33333333333333
488,betydelig,1.0
489,betydning,0.666666666666667
490,betydningsfuld,3.0
491,betændt,-1.0
492,betænkelig,-0.666666666666667
493,betænkelighed,-0.333333333333333
494,betænkning,-0.666666666666667
495,beundre,2.66666666666667
496,beundring,2.66666666666667
497,bevare,0.333333333333333
498,bevaringsværdig,2.66666666666667
499,bevidst,0.666666666666667
500,bevidsthed,0.333333333333333
501,bevidstløs,-1.33333333333333
502,bevilge,0.666666666666667
503,bevilling,0.666666666666667
504,bevirke,-0.666666666666667
505,bevis,0.666666666666667
506,bevise,0.333333333333333
507,bevogte,0.666666666666667
508,bevæbne,-1.33333333333333
509,bevæbnet,-1.33333333333333
510,bevæge,0.666666666666667
511,bevægelighed,0.666666666666667
512,bevægelse,0.666666666666667
513,bibliotek,0.333333333333333
514,bide,-0.666666666666667
515,bidrag,1.33333333333333
516,bidrage,1.0
517,bidragyder,0.666666666666667
518,bifald,3.33333333333333
519,bil,0.333333333333333
520,billedkunst,0.666666666666667
521,billedkunstner,0.666666666666667
522,billet,0.333333333333333
523,billig,1.66666666666667
524,billige,0.666666666666667
525,bind,0.333333333333333
526,binding,-0.666666666666667
527,biograf,0.333333333333333
528,biografi,0.333333333333333
529,biologisk,0.333333333333333
530,bistand,-0.666666666666667
531,bistå,0.666666666666667
532,bitte,-0.666666666666667
533,bitter,-2.33333333333333
534,bitterhed,-2.66666666666667
535,bivirkning,-2.33333333333333
536,bizar,-1.33333333333333
537,bjerg,0.333333333333333
538,blad,0.333333333333333
539,blande,0.333333333333333
540,bleg,-2.33333333333333
541,blid,1.33333333333333
542,blind,-2.0
543,blinke,0.333333333333333
544,blod,-0.666666666666667
545,blodig,-3.33333333333333
546,blodprop,-4.0
547,blodtryk,-0.666666666666667
548,blokade,-1.33333333333333
549,blokere,-1.0
550,blomst,1.33333333333333
551,blomstre,3.0
552,blond,0.666666666666667
553,blotte,-1.0
554,blues,-0.333333333333333
555,blusse,-0.666666666666667
556,blænde,-1.0
557,blæse,-0.333333333333333
558,blæst,0.666666666666667
559,blød,1.0
560,bløde,-1.16666666666667
561,blødning,-1.33333333333333
562,blå,-0.333333333333333
563,bo,0.166666666666667
564,bog,0.333333333333333
565,boglig,0.666666666666667
566,bogstavelig,-0.333333333333333
567,bokse,-0.333333333333333
568,boksning,-0.666666666666667
569,bolle,0.666666666666667
570,boltre,0.666666666666667
571,bombardement,-3.0
572,bombardere,-2.33333333333333
573,bombe,-2.83333333333333
574,bonde,-0.333333333333333
575,bonus,1.66666666666667
576,boom,-0.333333333333333
577,bordel,-0.666666666666667
578,bore,-0.333333333333333
579,borger,0.333333333333333
580,borgerkrig,-4.0
581,borgerlig,-0.666666666666667
582,borgmester,0.333333333333333
583,bort,-0.333333333333333
584,borte,-0.666666666666667
585,bortføre,-3.0
586,bortførelse,-3.33333333333333
587,bortset,0.333333333333333
588,bortvise,-2.66666666666667
589,boss,0.333333333333333
590,bosættelse,-0.666666666666667
591,boykot,-2.66666666666667
592,boykotte,-1.0
593,brage,-0.666666666666667
594,branche,0.333333333333333
595,brand,-1.33333333333333
596,brat,-0.666666666666667
597,brav,1.66666666666667
598,bremse,-1.16666666666667
599,bringe,0.666666666666667
600,briste,-2.33333333333333
601,britisk,0.333333333333333
602,broderskab,2.0
603,broget,-0.666666666666667
604,brokke,-1.66666666666667
605,brud,-0.666666666666667
606,brugbar,1.66666666666667
607,brugt,-0.666666666666667
608,brune,-0.666666666666667
609,brutal,-3.33333333333333
610,brutalitet,-3.33333333333333
611,bruttonationalprodukt,0.666666666666667
612,bryde,-1.33333333333333
613,bryllup,0.666666666666667
614,bryst,0.333333333333333
615,bryste,0.666666666666667
616,brystkræft,-2.0
617,brække,-2.66666666666667
618,brænde,-0.333333333333333
619,brændsel,-1.0
620,brød,-0.333333333333333
621,brøle,-1.0
622,budget,-0.333333333333333
623,budgettere,-0.333333333333333
624,budskab,0.333333333333333
625,bugne,0.666666666666667
626,buket,1.0
627,bukke,-0.666666666666667
628,buldre,-1.0
629,bund,-1.33333333333333
630,bunde,-0.333333333333333
631,bundhold,-1.33333333333333
632,bur,-0.666666666666667
633,burde,-0.333333333333333
634,bureaukratisk,-2.0
635,burka,-1.33333333333333
636,bus,0.333333333333333
637,business,0.333333333333333
638,butterfly,1.0
639,byde,0.333333333333333
640,bygge,1.0
641,byggeplads,-0.666666666666667
642,bygget,0.333333333333333
643,bygning,0.333333333333333
644,byrde,-3.0
645,byråd,0.333333333333333
646,bytte,0.166666666666667
647,bære,-0.333333333333333
648,bæredygtig,2.66666666666667
649,bæredygtighed,2.66666666666667
650,bøde,-1.33333333333333
651,bølge,0.166666666666667
652,bøn,0.333333333333333
653,børnefamilie,0.333333333333333
654,børsnotere,0.666666666666667
655,børsnotering,1.0
656,bøsse,-2.66666666666667
657,bøvl,-3.0
658,café,0.333333333333333
659,cancer,-3.66666666666667
660,cementere,0.333333333333333
661,censur,-2.66666666666667
662,center,0.666666666666667
663,central,0.5
664,ceremoni,1.0
665,champagne,2.0
666,champion,2.33333333333333
667,chance,1.33333333333333
668,charme,3.0
669,charmerende,3.0
670,chef,0.333333333333333
671,chefkonsulent,0.333333333333333
672,cheftræner,0.333333333333333
673,chikane,-3.0
674,chikanere,-3.66666666666667
675,chok,-2.0
676,chokere,-2.33333333333333
677,chokolade,1.33333333333333
678,cigaret,-0.666666666666667
679,cirkus,0.333333333333333
680,citere,0.333333333333333
681,civil,0.333333333333333
682,civilisere,0.666666666666667
683,coach,1.0
684,comeback,1.66666666666667
685,computer,0.333333333333333
686,cool,3.66666666666667
687,cykelsti,0.666666666666667
688,cykle,0.333333333333333
689,daglig,0.333333333333333
690,dagpenge,-0.333333333333333
691,dale,-0.333333333333333
692,dame,0.333333333333333
693,dankort,0.666666666666667
694,danmarkshistorie,0.333333333333333
695,danmarksmester,2.0
696,danne,0.666666666666667
697,dannelse,1.0
698,dans,1.0
699,danse,1.33333333333333
700,dansegulv,0.666666666666667
701,danser,0.666666666666667
702,dansk,1.0
703,dansker,0.333333333333333
704,danskhed,0.666666666666667
705,datid,-0.333333333333333
706,datter,0.333333333333333
707,deadline,-0.333333333333333
708,debat,-0.333333333333333
709,debattere,-0.666666666666667
710,debattør,-0.333333333333333
711,debutant,0.333333333333333
712,debutere,0.333333333333333
713,december,0.333333333333333
714,decentral,0.333333333333333
715,decideret,0.333333333333333
716,dedikere,0.333333333333333
717,defekt,-3.33333333333333
718,defensiv,-0.833333333333333
719,definere,0.333333333333333
720,definitiv,0.333333333333333
721,dejlig,4.0
722,dekoration,1.0
723,dekorativ,2.0
724,dekorere,1.0
725,dele,1.0
726,delikat,3.0
727,deling,0.666666666666667
728,deltage,0.666666666666667
729,deltager,0.666666666666667
730,delvist,-0.166666666666667
731,demens,-1.66666666666667
732,dement,-2.0
733,demokrati,0.333333333333333
734,demokratisk,1.66666666666667
735,demonstrant,-0.333333333333333
736,demonstration,-0.333333333333333
737,demonstrere,-0.666666666666667
738,dengang,-0.666666666666667
739,deponere,-1.33333333333333
740,depression,-4.66666666666667
741,deprimere,-3.0
742,derhjemme,0.333333333333333
743,deroppe,0.333333333333333
744,design,0.666666666666667
745,designe,0.666666666666667
746,desperat,-2.0
747,desperation,-3.0
748,dessert,0.666666666666667
749,destruere,-2.33333333333333
750,destruktiv,-3.0
751,desværre,-2.66666666666667
752,detalje,0.666666666666667
753,detaljeret,0.666666666666667
754,diabetes,-2.33333333333333
755,diagnose,-0.666666666666667
756,dialog,0.333333333333333
757,diamant,2.33333333333333
758,differentiere,-0.666666666666667
759,diffus,-1.33333333333333
760,digital,0.333333333333333
761,digt,0.666666666666667
762,digte,0.666666666666667
763,digter,0.666666666666667
764,diktator,-2.66666666666667
765,diktatur,-3.66666666666667
766,diktere,-0.666666666666667
767,dilemma,-0.666666666666667
768,diplom,2.0
769,diplomat,0.333333333333333
770,diplomatisk,1.33333333333333
771,direkte,1.33333333333333
772,direktør,0.666666666666667
773,dirigere,0.333333333333333
774,dirre,-0.666666666666667
775,discipel,0.666666666666667
776,diskret,-0.333333333333333
777,diskrimination,-4.0
778,diskriminere,-3.33333333333333
779,diskussion,-0.333333333333333
780,dispensation,0.333333333333333
781,distancere,-1.33333333333333
782,distribuere,0.333333333333333
783,distribution,0.333333333333333
784,djævel,-4.66666666666667
785,dobbelt,0.333333333333333
786,dollar,0.333333333333333
787,dominere,-1.33333333333333
788,dommer,-0.333333333333333
789,donation,2.66666666666667
790,donere,2.33333333333333
791,donor,0.666666666666667
792,doping,-3.0
793,double,0.666666666666667
794,doven,-3.66666666666667
795,downloade,0.666666666666667
796,drab,-4.0
797,drabsforsøg,-3.33333333333333
798,drage,0.166666666666667
799,drama,-1.33333333333333
800,dramatik,-2.66666666666667
801,dramatiker,0.666666666666667
802,dramatisk,-1.33333333333333
803,drastisk,0.333333333333333
804,drejning,0.333333333333333
805,dreng,0.333333333333333
806,drift,0.333333333333333
807,driftig,1.66666666666667
808,drille,-1.66666666666667
809,dristig,0.333333333333333
810,drive,0.333333333333333
811,drivhusgas,-1.33333333333333
812,drivkraft,0.666666666666667
813,dronning,1.0
814,drop,-0.666666666666667
815,droppe,-1.33333333333333
816,druk,-1.33333333333333
817,drukne,-3.33333333333333
818,dræbe,-4.0
819,dræne,-1.0
820,drøfte,-0.333333333333333
821,drøm,2.33333333333333
822,drømme,1.66666666666667
823,drøne,0.666666666666667
824,duel,-0.333333333333333
825,duft,0.666666666666667
826,dufte,2.0
827,dukke,0.166666666666667
828,dum,-3.33333333333333
829,dumhed,-3.33333333333333
830,dumme,-4.0
831,dumpe,-3.0
832,dunkel,-1.66666666666667
833,dur,0.666666666666667
834,dyb,-0.166666666666667
835,dyd,2.0
836,dygtig,3.0
837,dygtighed,3.0
838,dyk,-0.333333333333333
839,dynamik,0.666666666666667
840,dynamisk,1.0
841,dyr,-0.833333333333333
842,dyst,-0.666666666666667
843,dyste,-0.333333333333333
844,dyster,-2.0
845,dækkende,0.333333333333333
846,dæmme,-1.66666666666667
847,dæmon,-4.66666666666667
848,dæmpe,-0.333333333333333
849,dæmper,-1.66666666666667
850,dø,-4.0
851,død,-4.16666666666667
852,dødbringende,-4.33333333333333
853,dødelig,-3.0
854,dødelighed,-1.66666666666667
855,dødsdom,-4.33333333333333
856,dødsdømme,-3.33333333333333
857,dødsfald,-3.33333333333333
858,dødsstraf,-4.66666666666667
859,døje,-1.33333333333333
860,dømme,-1.66666666666667
861,dør,-1.66666666666667
862,døv,-1.66666666666667
863,dårlig,-4.0
864,effekt,0.333333333333333
865,effektiv,2.33333333333333
866,effektivisere,2.33333333333333
867,effektivisering,1.66666666666667
868,effektivitet,1.33333333333333
869,efterforske,-0.333333333333333
870,efterforskning,-0.333333333333333
871,efterfølgende,0.333333333333333
872,efterhånden,-0.333333333333333
873,efterkrigstid,-1.0
874,efterlade,-1.0
875,efterleve,0.666666666666667
876,efterligne,-0.666666666666667
877,efterlod,-1.0
878,efterlyse,-1.33333333333333
879,efterløn,-0.666666666666667
880,efterretning,-0.333333333333333
881,efterretningstjeneste,-0.333333333333333
882,efterspurgt,0.666666666666667
883,efterspørgsel,0.666666666666667
884,eftersøge,-0.666666666666667
885,eftersøgning,-0.666666666666667
886,eftertanke,0.666666666666667
887,eftertragtet,2.66666666666667
888,eftertænksom,1.33333333333333
889,efteruddannelse,0.333333333333333
890,efterårsferie,0.666666666666667
891,egenkapital,0.333333333333333
892,egenskab,0.666666666666667
893,egne,0.333333333333333
894,egoistisk,-3.66666666666667
895,ej,-1.66666666666667
896,eje,0.333333333333333
897,ejendommelig,0.666666666666667
898,ejendomsværdi,0.333333333333333
899,ejer,0.333333333333333
900,ejerlejlighed,0.333333333333333
901,eksamen,-0.666666666666667
902,eksil,-2.66666666666667
903,eksistentiel,0.666666666666667
904,eksistere,0.333333333333333
905,eksisterende,0.666666666666667
906,ekskludere,-2.66666666666667
907,eksklusiv,2.0
908,ekskæreste,-0.666666666666667
909,eksotisk,0.666666666666667
910,ekspandere,0.666666666666667
911,ekspansion,1.0
912,ekspedere,0.333333333333333
913,eksperiment,0.333333333333333
914,eksperimentere,0.333333333333333
915,ekspert,1.33333333333333
916,ekspertise,1.33333333333333
917,eksplodere,-2.0
918,eksplosion,-1.66666666666667
919,eksplosiv,-1.0
920,eksponere,0.333333333333333
921,eksponering,-0.666666666666667
922,ekstra,1.66666666666667
923,ekstraordinær,1.66666666666667
924,ekstrem,0.666666666666667
925,ekstremist,-3.33333333333333
926,ekstremistisk,-3.66666666666667
927,elbil,1.0
928,elegance,2.66666666666667
929,elegant,3.0
930,elektrisk,0.333333333333333
931,elementær,0.666666666666667
932,elendig,-5.0
933,elendighed,-4.33333333333333
934,elev,1.0
935,eliminere,-2.0
936,elite,0.666666666666667
937,elitær,1.0
938,elske,4.33333333333333
939,elsker,4.33333333333333
940,elskerinde,0.666666666666667
941,eminent,4.33333333333333
942,emotionel,1.0
943,empati,1.0
944,endda,-0.333333333333333
945,ende,-1.0
946,endegyldig,-0.666666666666667
947,endelig,0.5
948,endeløs,-1.0
949,ene,-0.666666666666667
950,energi,1.0
951,energiforbrug,-0.666666666666667
952,energikilde,0.666666666666667
953,energiminister,0.666666666666667
954,energisk,2.33333333333333
955,enes,1.0
956,eneste,0.666666666666667
957,enestående,3.0
958,eng,0.666666666666667
959,engagement,1.33333333333333
960,engagere,1.66666666666667
961,engel,2.33333333333333
962,engelsk,0.166666666666667
963,enhed,0.333333333333333
964,enig,2.0
965,enighed,2.0
